Dataset,Source_Row,Column,Invalid_Value,Expected_Parent_Key,Issue
customer_complaints.csv,997,Customer_ID,C000997,Customer_ID,Unmatched Foreign Key
customer_complaints.csv,1994,Customer_ID,C001994,Customer_ID,Unmatched Foreign Key
customer_complaints.csv,2204,Customer_ID,C999999,Customer_ID,Unmatched Foreign Key
customer_complaints.csv,2991,Customer_ID,C002991,Customer_ID,Unmatched Foreign Key
customer_complaints.csv,3988,Customer_ID,C003988,Customer_ID,Unmatched Foreign Key
customer_complaints.csv,4407,Customer_ID,C999999,Customer_ID,Unmatched Foreign Key
customer_complaints.csv,4985,Customer_ID,C004985,Customer_ID,Unmatched Foreign Key
customer_complaints.csv,5982,Customer_ID,C005982,Customer_ID,Unmatched Foreign Key
customer_complaints.csv,6610,Customer_ID,C999999,Customer_ID,Unmatched Foreign Key
customer_complaints.csv,6979,Customer_ID,C006979,Customer_ID,Unmatched Foreign Key
customer_complaints.csv,7976,Customer_ID,C007976,Customer_ID,Unmatched Foreign Key
customer_complaints.csv,8813,Customer_ID,C999999,Customer_ID,Unmatched Foreign Key
customer_complaints.csv,8973,Customer_ID,C008973,Customer_ID,Unmatched Foreign Key
customer_complaints.csv,9970,Customer_ID,C009970,Customer_ID,Unmatched Foreign Key
employee_attendance.csv,251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,1251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,1751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,2251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,2751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,3002,Employee_ID,E99999,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,3251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,3751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,4251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,4751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,5251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,5751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,6003,Employee_ID,E99999,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,6251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,6751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,7251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,7751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,8251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,8751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,9004,Employee_ID,E99999,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,9251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,9751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,10251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,10751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,11251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,11751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,12005,Employee_ID,E99999,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,12251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,12751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,13251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,13751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,14251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,14751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,15006,Employee_ID,E99999,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,15251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,15751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,16251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,16751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,17251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,17751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,18007,Employee_ID,E99999,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,18251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,18751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,19251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,19751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,20251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,20751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,21008,Employee_ID,E99999,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,21251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,21751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,22251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,22751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,23251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,23751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,24009,Employee_ID,E99999,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,24251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,24751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,25251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,25751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,26251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,26751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,27010,Employee_ID,E99999,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,27251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,27751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,28251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,28751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,29251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,29751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,30011,Employee_ID,E99999,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,30251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,30751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,31251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,31751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,32251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,32751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,33012,Employee_ID,E99999,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,33251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,33751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,34251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,34751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,35251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,35751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,36013,Employee_ID,E99999,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,36251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,36751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,37251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,37751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,38251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,38751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,39014,Employee_ID,E99999,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,39251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,39751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,40251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,40751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,41251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,41751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,42015,Employee_ID,E99999,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,42251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,42751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,43251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,43751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,44251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,44751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,45016,Employee_ID,E99999,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,45251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,45751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,46251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,46751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,47251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,47751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,48017,Employee_ID,E99999,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,48251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,48751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,49251,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
employee_attendance.csv,49751,Employee_ID,E00251,Employee_ID,Unmatched Foreign Key
inventory.csv,499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,1499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,1998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,2499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,2998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,3499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,3998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,4499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,4998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,5499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,5998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,6499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,6998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,7499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,7998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,8499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,8998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,9499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,9998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,10499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,10998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,11499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,11998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,12499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,12998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,13499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,13998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,14499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,14998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,15499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,15998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,16499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,16998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,17499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,17998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,18499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,18998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,19499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,19998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,20499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,20998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,21499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,21998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,22499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,22998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,23499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,23998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,24499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,24998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,25499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,25998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,26499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,26998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,27499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,27998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,28499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,28998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,29499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,29998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,30499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,30998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
inventory.csv,31499,Product_ID,P00499,Product_ID,Unmatched Foreign Key
inventory.csv,31998,Product_ID,P00998,Product_ID,Unmatched Foreign Key
